pnID1,siID1,mnID1,nam1,etime1,status,DQ11t1,DQ12t1,DQ1A,DQ2,DQ31,DQ32,DQ33,DQ34,DQ3A1n1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ51n1,DQ6,DQ70c1,DQ70c2,DQ70c3,DQ7A,DQ8,DQ91t1,DQ92n1,DQ10,DQ10n1,DQ11A,DQ11An1,DQ11An2,DQ12,DQ13,DQ141n1,DQ142n1,DQ142n2,DQ143n1,DQ143n2,DQ143n3,DQ144n1,DQ144n2,DQ144n3,DQ151t1,DQ152n1,DQ152n2,DQ152n3,DQ153n1,DQ153n2,DQ153n3,Q01,Q0211,Q0212,Q0221,Q0222,Q0231,Q0232,Q0311,Q0312,Q0313,Q0314,Q0321,Q0322,Q0323,Q0324,Q0319,Q0329,Q041,Q042,Q043,Q04t8,Q0511,Q0512,Q0513,Q0521,Q0522,Q0523,Q0519,Q06,Q071,Q072,Q073,Q074,Q0811,Q0812,Q0813,Q0821,Q0822,Q0823,Q08A1,Q08A2,Q08A3,Q08A4,Q08At4,Q0911,Q0912,Q0913,Q0914,Q09t4,Q0915,Q101n1,Q1111,Q1112,Q1113,Q1119,Q12,Q1311,Q1312,Q141,Q142,Q143,Q14t11,Q15,Q15A,Q15B1,Q15B2,Q15B3,Q15B4,Q15B5,Q15Bt5,Q161,Q162,Q16t9,Q17,Q18,Q18A,Q18At5,Q18B,Q18Bt6,Q19,Q19t5,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20At5,Q20AA,Q20AAt3
,000339,999999,서형주,2022-09-08 오전 11:20:00,201,,알레르망,1259,2,,서울 성동구 왕십리로 345-2,,,5,1,,,1,,1,3,349,CS300049,3,2,왕십리역,120,1,5,1,6,,,2,61,2016,6,10,21,4,,1,,한은순,,,,10,8148,8643,2,158.6,171.9,,,,,7000,7000,7000,7000,420,420,440,440,,,8,,,코로나,20,20,20,40,40,40,,,2,1,1,1,,10000,,,,,,2,3,,,,,,,,,1,2500,2500,3000,Y,코로나,300,0.1,1,8,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
,000364,999999,서형주,2022-09-08 오전 11:20:00,201,,정일사,761,2,,서울 용산구 신흥로 89길,,,4,1,,,1,,1,3,317,CS300017,3,1,,,1,1,1,1,,,1,69,1981,7,9,21,,,,,강병국,2,794,4872,10,8541,4872,3,19.8,,,,,,2000,2000,2000,2000,150,150,150,150,,,,,,,,,,,,,,,1,1,1,1,,600,,,,,,,3,,,,,,,,,5,180,180,200,Y,코로나,,,1,8,9,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000390,999999,서형주,2022-09-08 오전 11:20:00,201,,포유 공인중개,1279,1,,서울 강서구 화곡로 342,,포유빌딩,2,1,,,1,,3,2,233,CS200033,2,2,가양역,820,1,13,1,6,,,2,62,2017,7,10,7,,,,,김정숙,,,,10,3251,1104,3,,,,,,,2000,2000,,,100,100,,,,,,,,,13,13,,,,,,,2,2,2,2,,,,,,,,,,,,100,0,0,0,,,5,270,270,,,,500,,8,4,1,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,
,000404,999999,서형주,2022-09-08 오전 11:20:00,201,,메리하하,1242,2,,서울 강서구 강서로 33길 32,,,4,1,,,1,,1,1,110,CS100010,1,2,화곡역,190,2,,2,,1,,2,31,2015,7,10,8,,,,,안다영,,,,10,7668,5368,3,,,,,,,1000,1000,1000,,93,93,,,,,,,,,,,50,50,50,,,,1,1,1,1,,1800,3000,,,,1,,,,,,,,,,,2,2000,2000,,,,2000,,8,7,1,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,
,000257,999999,서형주,2022-09-08 오전 11:20:00,201,,새집남원추어탕,1202,1,,서울 강남구 선릉로 89길 7,,,5,1,,,1,,1,1,101,CS100001,1,2,선릉역,167,2,,2,,1,,2,61,2000,3,9,21,4,2,,,양춘자,2,568,3065,,,,3,,,,,,,5000,5000,5000,5000,300,300,300,300,,,,,,,,,,,,,,,1,1,1,1,,5000,,,,,1,2,,,,100,0,0,0,,,2,1000,1000,1000,N,,,0.2,8,1,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000262,999999,서형주,2022-09-08 오전 11:20:00,201,,최부자부대찌개감자탕,1202,2,,서울 강남구 언주로 98길 39,,,4,1,,,1,1,1,1,101,CS100001,1,1,선릉역,350,2,,1,1,,,2,,2018,7,11,22,4,0,1,0,최미정,2,555,7362,,,,3,,,,,,,5000,5000,,,500,500,,,,,,,,,,,,40,40,,,,1,1,1,1,,,,,,,1,,,,,100,0,0,0,,,,2000,2000,,,,,0.1,1,2,8,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000273,999999,서형주,2022-09-08 오전 11:20:00,201,,김과장 고깃집,843,2,,서울 성북구 한천로 78길 76,,,4,1,,,1,1,1,1,101,CS100001,1,2,석계역,210,2,,2,,1,,,,2020,7,17,22,,1,,,김천수,,,,10,9956,4000,2,,,,,,,3000,3000,,,200,200,,,,,,,,,,,,80,80,,,,1,2,2,1,,2500,2000,,,,1,,,,,,,,,,,2,2000,2000,2300,Y,코로나,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,
,000276,999999,서형주,2022-09-08 오전 11:20:00,201,,이미자 손만두 분식,1237,1,,서울 동대문구 왕산로 2길 34,,,1,1,,,1,,1,1,108,CS100008,1,2,신설동역,553,2,,1,2,,,2,60,2009,7,7,21,4,2,,,이미자,2,924,8609,,,,3,16.5,,,,,,1200,1200,,,93,93,,,,,,,,,,,,,,,,,2,,,,,,6000,,,,,,,,,80,20,0,0,,,2,500,500,,,,700,0.1,8,9,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000285,999999,서형주,2022-09-08 오전 11:20:00,201,,아구좋아해물좋아,1237,1,,서울 동대문구 왕산로 2길 16-2,,,1,1,,,1,,1,1,101,CS100001,1,2,신설동역,78,2,,2,,1,,1,61,2021,6,9,22,4,2,,,임덕주,2,929,6846,,,,3,105.7,,,,,,3000,3000,,,220,220,,,,,,,,,,,,,,,,,2,2,2,1,,15000,,,,,,,,,,33,67,0,0,,,2,,,,,,,,8,6,9,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,
,000316,999999,서형주,2022-09-08 오전 11:20:00,201,,BHC한남점,1163,2,,서울 용산구 대사관로 34길 34,,,4,1,,,1,,1,1,107,CS100007,1,2,한남역,411,2,,1,4,,,2,60,2004,7,12,12,2,,2,,,2,797,3392,10,3819,3962,2,,,,,,,3000,3000,3000,3000,180,180,185,185,,,,,,,,,,,,,,,1,2,1,1,,5000,12000,,,,,2,3,,,83,0,17,0,,,2,2800,2800,3000,Y,코로나,,,1,7,6,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000337,999999,서형주,2022-09-08 오전 11:20:00,201,,플라워빈,1259,1,,서울 성동구 무학봉로 16길-6,,,4,1,,,1,,1,3,328,CS300028,3,1,왕십리역,,2,,1,4,,,2,38,2019,11,10,20,2,,,,최수빈,,,,10,6585,8447,3,9.9,18.1,,,,,1000,1000,1000,1000,60,60,60,60,,,,,,,,,,6,6,6,,,1,1,1,1,,500,,,,,,,3,,,,,,,,,1,100,100,350,Y,코로나,400,,1,8,9,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000355,999999,서형주,2022-09-08 오전 11:20:00,201,,주소,761,2,,서울 용산구 신흥로 16길 5,,,3,1,,,1,,1,1,109,CS100009,1,2,,,2,,1,1,,,1,45,2018,6,16,4,,1,,,박승,,,,10,9036,568,3,20,,,,,,1000,1000,1000,1000,60,60,60,60,,,,,,,,,,,,,,,1,2,2,2,,,10000,,,,,,,,,,,,,,,2,300,300,500,Y,코로나,,,1,8,9,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000415,999999,서형주,2022-09-08 오전 11:20:00,201,,날아온 춘천닭갈비,1003,2,,서울 도봉구 도봉로 110나길 21,,,1,1,,,1,,1,1,101,CS100001,1,2,쌍문역,232,2,,2,,1,,2,62,2017,7,12,22,2,2,,,이창숙,2,905,2577,,,,3,,,,,,,3000,3000,,,198,198,,,,,8,,,,,,,,,,,,1,1,1,1,,2500,,,,,,,,,,100,0,0,0,,,2,250,250,,,,,0.15,8,9,4,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,
,000425,999999,서형주,2022-09-08 오전 11:20:00,201,,뜨락,1003,2,,서울 도봉구 도봉로 113길 12,,,1,1,,,1,,1,1,101,CS100001,1,2,쌍문역,271,2,,2,,1,,2,60,2017,1,8,22,4,1,,,유순덕,2,996,3300,,,,3,,,,,,,2800,2800,,,94,94,,,,,,,,,,,,,,,,,1,1,1,1,,3000,,,,,,,,,,70,30,0,0,,,2,1200,1200,,,,,0.15,8,9,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000244,999999,서형주,2022-09-08 오전 11:20:00,201,,코사마트,1236,2,,서울 동작구 대방동로 4,,,5,1,,,1,,1,3,301,CS300001,3,1,신대방삼거리역,122,1,,2,,2,,2,51,2001,5,6,24,,2,,,김선자,2,816,5724,,,,3,,,,,,,8000,8000,,,350,350,,,,,,,,,,,,,,,,,1,1,1,1,,8000,1000,,,,1,2,,,,100,0,0,0,,,2,,,,,,,0.2,8,4,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000278,999999,서형주,2022-09-08 오전 11:20:00,201,,황제 매콤 코다리 & 족발,1237,1,,서울 동대문구 왕산로 2길 32,,,1,1,,,1,,1,1,101,CS100001,1,2,신설동역,594,2,,1,2,,,1,60,2020,7,11,22,2,2,,,구신홍,,,,10,4088,4801,3,82.6,,,,,,2000,2000,,,200,200,,,,,,,,,,,,10,10,,,,1,2,1,1,,9000,,,,,,,,,,50,50,0,0,,,2,3000,3000,,,,4000,0.3,8,9,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,
,000288,999999,서형주,2022-09-08 오전 11:20:00,201,,동신약국,1237,2,,서울 동대문구 하정로 5길 1,,,1,1,,,1,,1,3,318,CS300018,3,1,신설동역,235,2,,1,1,,,1,85,2018,7,8,20,4,3,,,이창희,2,927,311,,,,3,26.4,,,,,,3000,3000,,,100,100,,,,,,,,,,,,,,,,,1,2,2,1,,10000,,,,,,,,,,100,0,0,0,,,1,1500,1500,,,,,,4,1,2,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,
,000323,999999,서형주,2022-09-08 오전 11:20:00,201,,을지전기철물,1336,1,,서울 중구 을지로12길 21-1,,,1,1,,,1,,1,3,333,CS300033,3,2,을지로3가,360,2,,2,,1,,2,62,1991,5,9,19,1,,,,박순분,2,2275,2889,,,,3,,,,,,,500,500,500,500,,,,,,,2,1,3,,,,,,,,,,1,2,2,2,,,,,,,,,,,,100,0,0,0,,,,100,100,100,N,코로나,,0.3,1,2,3,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000324,999999,서형주,2022-09-08 오전 11:20:00,201,,천양아크릴,1336,2,,서울 중구 충무로 49,,,2,1,,,1,,1,3,333,CS300033,3,2,을지로3가,148,1,,1,2,,,1,58,2011,5,9,4,,,,,이중근,2,2265,7774,,,,3,,,,,,,4000,4000,4000,4000,220,220,220,320,,,2,1,3,,,,,,,,,,1,1,1,1,,3000,,,,,,,,,,71,29,0,0,,,,1000,1000,1000,N,코로나,,0.3,2,1,3,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000353,999999,서형주,2022-09-08 오전 11:20:00,201,,알마또,761,2,,서울 용산구 신흥로 41-1,,,2,1,,,1,,1,1,104,CS100004,1,2,녹사평역,737,1,1,1,1,,,1,44,2011,7,12,22,1,1,,,김수만,2,794,4616,10,6329,4616,3,49.5,40,,,,,3000,3000,3000,3000,200,200,200,180,,,1,3,4,,,,,,,,,,2,,,1,,1000,9500,,,,,,,,,53,42,5,0,,,2,1200,1200,1200,N,"코로나,잘못된 경제정책, 무능한 정부",600,0.3,1,8,9,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,
,000361,999999,서형주,2022-09-08 오전 11:20:00,201,,노가리 공장,761,2,,서울 용산구 신흥로 99-13,,,3,1,,,1,,1,1,109,CS100009,1,1,,,2,,,,,,2,57,2017,7,17,22,4,,,,정헌주,,,,10,4446,3266,3,33,33,,,,,1000,1000,1000,1000,75,75,75,75,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,300,300,500,Y,코로나,,,8,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000365,999999,서형주,2022-09-08 오전 11:20:00,201,,VACIA,761,2,,서울 용산구 소월로 20길 26-1,,,4,1,,,1,,1,3,317,CS300017,3,1,,,2,,,,,,2,30,2015,7,15,19,5,,,,김새롬,2,3789,8640,10,9370,8640,3,33,,,,,,300,300,300,300,40,40,40,40,,,,,,,3,3,3,20,20,20,,,2,2,2,2,,,1500,,,,,,,,,100,0,0,0,,,2,200,200,400,Y,코로나,300,0.5,8,6,1,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,
,000411,999999,서형주,2022-09-08 오전 11:20:00,201,,푸라닭,1466,2,,서울 중구 다산로 35길 27,,,4,1,,,1,,1,1,107,CS100007,1,2,신당역,250,2,,2,,1,,,,2021,3,14,23,4,,,,박근영,,,,10,3740,6988,2,,,,,,,2000,2000,,,120,120,,,,,,,,,,,,40,40,,,,1,1,1,1,,2500,1000,,,,1,,,,,,,,,,,2,300,300,,,,,,3,6,2,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,
,000439,999999,서형주,2022-09-08 오전 11:20:00,201,,오로지,589,2,,서울 마포구 월드컵로 19길 14,,,4,1,,,1,1,1,1,110,CS100010,1,2,,,2,,1,1,,,1,,2019,7,14,22,2~3,0,0,0,지현준,,,,10,2555,3285,3,38.78,,,,,,1500,1500,1500,,125,125,125,,,,,,,,5,5,5,10,10,10,,,1,2,2,2,,,2500,,,,,,,,,,,,,,,2,400,400,550,Y,코로나,360,0.4,8,9,1,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,
,000326,999999,서형주,2022-09-08 오전 11:20:00,201,,끼니야봉,1336,2,,서울 중구 충무로5길 11,,,1,1,,,1,,1,1,108,CS100008,1,2,을지로3가,212,2,,2,,1,,2,52,2019,3,7,19,1,,,,이봉미,70,8285,6280,,,,3,,,,,,,1000,1000,1000,1000,100,100,100,100,,,,,,,,,,,,,,,1,1,1,1,,2000,500,,,,,2,,,,100,0,0,0,,,2,350,350,350,N,코로나,,0.2,2,1,3,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000338,999999,서형주,2022-09-08 오전 11:20:00,201,,기분좋은 한잔,1259,2,,서울 성동구 무학봉로 16길 1-1,,,4,1,,,1,,1,1,109,CS100009,1,2,왕십리역,250,2,,1,4,,,2,59,2001,7,14,22,2,,,,진향원,,,,10,9253,2391,3,19.8,,,,,,1300,1300,1300,1300,66,66,66,66,,,,,,,,,,150,150,150,,,1,2,2,1,,1000,,,,,1,,,,,,,,,,,,700,700,800,Y,코로나,300,0.3,1,2,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
,000346,999999,서형주,2022-09-08 오전 11:20:00,201,,레인보우 커피폴,761,2,,서울 용산구 두텁바위로 31길 1,,,3,1,,,1,,1,1,110,CS100010,1,1,숙대입구역,797,1,1,1,2,,,1,40,2015,7,0,0,,,,,한창윤,2,6015,95,10,8932,1889,3,59.5,,,,,,2000,2000,2000,2000,130,130,130,130,,,,,,,,,,,,,,,2,2,2,2,,,2000,,,,,,,,,,,,,,,2,,,,,,,,1,8,9,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000350,999999,서형주,2022-09-08 오전 11:20:00,201,,해운대,761,2,,서울 용산구 신흥로 2길 31,,,3,1,,,1,,1,1,104,CS100004,1,2,녹사평역,638,1,1,1,1,,,1,27,2018,7,13,22,1,,,,송우원,,,,10,3130,4443,3,40,40,,,,,2000,2000,2000,2000,140,140,140,140,,,,,,,,,,,,,,,1,1,1,1,,2000,1000,,,,,,3,,,67,33,0,0,,,2,500,500,300,Y,코로나,,,8,9,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000351,999999,서형주,2022-09-08 오전 11:20:00,201,,미사랑,761,2,,서울 용산구 신흥로 36길 5-1,,,2,1,,,1,,1,2,228,CS200028,2,2,녹사평역,661,1,1,1,1,,,2,45,2011,7,10,20,4,,,,최주희,2,749,9319,,,,3,29.7,,,,,,1000,1000,1000,1000,100,100,100,100,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,5,,,,,,,,1,6,7,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,
,000354,999999,서형주,2022-09-08 오전 11:20:00,201,,오아시스,761,2,,서울 용산구 신흥로 62,,,3,1,,,1,,1,1,110,CS100010,1,2,녹사평역,,1,1,1,1,,,1,31,2020,1,11,21,4,5,,,송동진,,,,10,7742,2236,3,33,33,,,,,1000,1000,1000,,150,150,150,,,,,,,,,,,,,,,,2,2,2,2,,,4000,,,,,,,,,100,0,0,0,,,5,,,,,,,,1,6,7,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,
,000400,999999,서형주,2022-09-08 오전 11:20:00,201,,치킨내킨,1242,2,,서울 강서구 화곡로 116,,1070-8,2,1,,,1,,1,1,107,CS100007,1,2,화곡역,508,1,9,1,6,,,1,50,2017,7,5,7,4,,,,박상준,,,,10,8958,8322,3,,,,,,,1500,1500,,,120,120,,,,,,,,,,,,100,100,,,,1,1,1,1,,,2000,,,,1,,,,,100,0,0,0,,,2,600,600,,,,1500,,1,7,11,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
,000401,999999,서형주,2022-09-08 오전 11:20:00,201,,대중이용원,1242,2,,서울 강서구 화곡로 18길 10,,1070-15,,1,,,1,,1,2,228,CS200028,2,2,화곡역,461,2,,,,,,1,72,1991,7,9,8,8,,,,김장옥,,,,10,3517,5361,3,,,,,,,1000,1000,,,66,66,,,,,,,,,,,,9,9,,,,2,2,2,2,,,,,,,,,,,,100,0,0,0,,,2,,,,,,150,,1,8,,,,,,,,,,,5,9,,,,,,,,,,,,,,,,,
,000403,999999,서형주,2022-09-08 오전 11:20:00,201,,햇살부동산,1242,1,,서울 강서구 화곡로 111,,,7,1,,,1,,1,2,233,CS200033,2,1,화곡역,623,2,,2,,1,,2,55,2013,7,10,7,,,,,최재옥,,,,10,2023,8944,3,,,,,,,1000,1000,1000,1000,60,60,60,60,,,,,,,,,15,15,15,,,,1,2,2,2,,,1100,,,,,,,,,,,,,,,1,,,,,,150,,1,2,3,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000422,999999,서형주,2022-09-08 오전 11:20:00,201,,거성숯불생고기,1003,2,,서울 도봉구 도봉로 113길 16,,,1,1,,,1,,1,1,101,CS100001,1,2,쌍문역,187,2,,2,,1,,2,66,1991,7,8,22,,2,,,박민자,2,904,8815,,,,3,,,,,,,3300,3300,,,110,110,,,,,,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,8,1,9,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,
,000267,999999,서형주,2022-09-08 오전 11:20:00,201,,더헤어,843,2,,서울 성북구 화랑로 40길 38,,,4,1,,,1,1,1,2,228,CS200028,2,2,석계역,190,2,,2,,1,,2,,2011,7,9,18,4,0,0,0,김미화,2,959,1069,,,,3,,,,,,,1000,1000,1000,1000,50,50,50,50,,,,,,,,,,50,50,,,,2,2,2,2,,,1000,,,,,,,,,100,0,0,0,,,2,300,300,300,N,,,0.1,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,
,000279,999999,서형주,2022-09-08 오전 11:20:00,201,,동해해물탕,1237,1,,서울 동대문구 왕산로 2길 32,,,1,1,,,1,,1,1,101,CS100001,1,2,신설동역,594,2,,1,2,,,1,60,2005,7,8,21,4,2,,,장장연,2,923,1688,,,,3,49,,,,,,1300,1300,,,165,165,,,,,,,,,,,,10,10,,,,1,1,1,1,,,,,,,,,,,,100,0,0,0,,,2,800,800,,,,1000,0.1,4,8,2,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,
,000289,999999,서형주,2022-09-08 오전 11:20:00,201,,대왕클리너,1237,2,,서울 동대문구 하정로 47,,,1,1,,,1,,1,3,350,CS300050,3,2,신설동역,619,2,,1,1,,,2,47,2019,7,8,18,6,5,,,김선혜,2,2268,474,,,,3,165.2,,,,,,3000,3000,,,300,300,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,100,0,0,0,,,10,30000,30000,,,,,,1,2,5,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,
,000341,999999,서형주,2022-09-08 오전 11:20:00,201,,바다회어시장,1292,2,,서울 양천구 신월로 294,,1030-2,3,1,,,1,,1,1,103,CS100003,1,2,신정네거리역,79,1,7,1,6,,,1,61,2004,7,11,2,0,4,1,0,박종신,,,,10,5338,2030,2,,,,,,,17000,17000,17000,17000,405,405,105,405,,,1,2,8,,-,-,-,-,-,-,,,1,2,2,1,,15000,13000,,,,1,2,3,,,70,30,0,0,,,2,7000,7000,,,,550,0.07,8,1,6,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000344,999999,서형주,2022-09-08 오전 11:20:00,201,,K모바일,1292,1,,서울 양천구 중앙로 280,,,3,1,,,1,,1,3,304,CS300004,3,1,신정네거리역,48,1,7,1,6,,,2,42,2017,9,0,0,0,0,0,0,이윤미,,,,10,4996,9924,3,,,,,,,8900,8900,8900,8900,300,300,300,300,,,,,,,-,-,,30,30,30,,,1,1,1,1,,10000,3000,,,,,,,,,0,100,0,0,,,2,,,,,,600,,1,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,
,000358,999999,서형주,2022-09-08 오전 11:20:00,201,,해방촌고기방앗간,761,2,,서울 용산구 신흥로 87,,,3,1,,,1,,1,1,101,CS100001,1,2,,,1,1,1,1,,,2,40,2016,9,11,21,4,1,,,박경미,,,,10,9319,67,3,115.7,,,,,,5000,5000,5000,5000,330,330,330,330,,,,,,,,,,,,,,,2,2,2,2,,,20000,,,,,,,,,17,66,17,0,,,2,2000,2000,1000,Y,코로나,3000,0.15,1,8,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000360,999999,서형주,2022-09-08 오전 11:20:00,201,,업스탠딩,761,2,,서울 용산구 신흥로 99-11,,,,1,,,1,,1,1,110,CS100010,1,2,,,2,,,,,,1,31,2021,4,12,20,,,,,이상민,,,,10,2462,8727,3,16.5,,,,,,3000,3000,,,143,143,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,,,1,6,9,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000366,999999,서형주,2022-09-08 오전 11:20:00,201,,SALON de 율리아,1327,2,,서울 강남구 학동로33길 30,,,3,1,,,1,,2,2,228,CS200028,2,1,학동역,325,2,,1,2,,,2,55,2015,5,10,20,2,2,,,전은순,2,511,368,,,,3,,,,,,,3000,3000,,,200,200,200,200,,,,,,,39,39,39,,,,,,1,1,1,1,,2000,1000,,,,1,2,3,,,100,0,0,0,,,2,200,200,,,,,0.3,8,4,9,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000388,999999,서형주,2022-09-08 오전 11:20:00,201,,막퍼주는집,1279,2,,서울 강서구 화곡로 319,,,3,1,,,1,,1,3,309,CS300009,3,2,가양역,1100,1,13,1,6,,,2,50,2017,7,11,7,,,,,한정란,,,,10,3070,2496,3,,,,,,,5000,5000,,,330,330,,,,,,,,,,,,15,15,,,,1,2,1,1,,,,,,,,,,,,,,,,,,2,2000,2000,,,,3500,,1,7,9,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000442,999999,서형주,2022-09-08 오전 11:20:00,201,,폰지기,589,2,,서울 마포구 월드컵로 13갈 28,,,2,1,,,1,1,1,3,304,CS300004,3,2,,,2,,2,,2,,1,,2013,7,10,22,0,0,0,0,오승혁,70,4227,8433,,,,3,29.75,,,,,,3000,3000,3000,3000,200,200,200,200,,,,,,,,,,,,,,,1,2,2,2,,2000,,,,,1,,,,,,,,,,,3,,,,,,,,8,1,9,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000173,999999,서형주,2022-09-08 오전 11:20:00,201,,나인피스그릴,1271,1,,서울 서초구 방배천로 4길 28 1층,,,4,1,,,1,,3,1,101,CS100001,1,2,사당,330,2,,2,,1,,1,42,2021,7,11,10,,3,,,한균성,2,583,8883,,,,3,,,,,,,5000,5000,5000,5000,500,500,500,500,,,,,,,,,,,,,,,1,1,1,1,,7000,,,,,,,,,,100,0,0,0,,,2,1500,1500,1500,N,,,0.2,4,8,1,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000207,999999,서형주,2022-09-08 오전 11:20:00,201,,보람공인중개사 217 희망찬 교회 사무소,1244,2,,서울 강서구 등촌로 217,,509-1 백산빌딩 1층,3,1,,,1,,1,2,233,CS200033,2,1,등촌역,198,1,9,1,6,,,1,62,2002,7,9,8,4,,,,김국현,,,,10,8711,5050,3,,,,,,,3500,3500,3500,3500,160,160,160,160,,,,,,,,,,5,5,5,,,1,1,1,1,,6500,700,,,,1,,,,,69,31,0,0,,,2,400,400,,,,650,,1,8,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000229,999999,서형주,2022-09-08 오전 11:20:00,201,,아마스빈,1324,2,,서울 강북구 도봉로 8길 11,,,1,1,,,1,,1,1,110,CS100010,1,2,미사역,137,1,1,1,2,,,1,45,2019,7,10,23,,,5,,이원우,,,,10,3705,5604,2,,,,,,,5500,5500,,,270,270,,,,,1,,,,,,,,,,,,1,2,2,1,,9000,,,,,,,,,,20,80,0,0,,,2,1200,1200,,,,1500,0.3,9,3,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,
,000294,999999,서형주,2022-09-08 오전 11:20:00,201,,미랄집,1147,2,,서울 강남구 선릉로 107길 26,,,4,1,,,1,,1,1,101,CS100001,1,2,선정릉역,180,2,,2,,1,,2,,2017,7,11,22,4,,,,배미자,,,,10,5245,5107,3,,,,,,,2000,2000,2000,2000,137,137,137,137,,,,,,,,,,100,100,,,,1,2,2,1,,4000,4000,,,,,,,,,,,,,,,2,800,800,,,,,0.2,1,6,2,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000327,999999,서형주,2022-09-08 오전 11:20:00,201,,북새통,1336,2,,서울 중구 충무로7길 7,,,4,1,,,1,,1,1,109,CS100009,1,1,을지로3가,138,2,,2,,1,,2,60,2011,4,11,20,8,1,,,김경진,2,2265,6166,,,,3,,,,,,,1500,1500,1500,1500,70,70,70,90,,,,,,,,,,,,,,,1,1,1,1,,1500,,,,,,2,,,,100,0,0,0,,,,200,200,,,,,0.1,2,1,3,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,
,000331,999999,서형주,2022-09-08 오전 11:20:00,201,,대화타일도기,1336,2,,서울 중구 삼일대로12길 18,,,4,1,,,1,,1,3,335,CS300035,3,2,을지로3가,200,2,,2,,1,,1,,1995,7,9,18,4,,,,유한재,2,2273,947,,,,3,,,,,,,4000,4000,4000,4000,200,200,200,200,,,2,6,1,,,,,20,20,,,,1,1,2,1,,5000,5000,,,,1,,,,,0,0,100,0,,,2,1200,1200,2400,Y,코로나,,0.1,3,6,1,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,
